First Name,Last Name Initial,Coolness,Length of First Name,Distance,is_Cool
Reta,F,6,4,12,0
John,H,37,4,2,0
May,F,50,3,7,0
Michael,D,61,7,9,0
William,I,26,7,14,0
Michael,Y,41,7,12,0
John,P,42,4,6,0
Ralph,F,31,5,12,0
Michael,E,22,7,8,0
Kimberly,S,29,8,8,0
Dudley,B,10,6,2,0
John,N,29,4,4,0
Robert,S,59,6,1,0
Beverly,O,38,7,13,0
Selma,F,9,5,13,0
Ella,S,94,4,14,1
Rory,V,73,4,4,0
Betty,J,90,5,8,1
Rosa,I,46,4,9,0
Lena,Y,66,4,13,0
Raymond,L,22,7,6,0
Lela,L,5,4,0,0
Douglas,G,0,7,3,0
Johnny,Z,76,6,16,1
Robert,H,74,6,10,0
Aubrey,S,59,6,18,0
Cheryl,L,90,6,9,1
Mary,G,75,4,6,0
Reyna,C,65,5,15,0
Sally,E,90,5,14,1
Jesse,U,92,5,11,1
Brandy,G,28,6,5,0
Ashley,L,38,6,11,0
Sara,J,9,4,9,0
Dennis,Y,44,6,21,0
William,J,21,7,13,0
Thelma,F,40,6,14,0
Josie,I,25,5,1,0
Debra,Y,11,5,21,0
Christine,T,75,9,17,0
Oscar,R,60,5,3,0
Donald,W,5,6,19,0
Wanda,O,43,5,8,0
Alton,D,47,5,3,0
Holly,B,70,5,6,0
Melissa,L,33,7,1,0
Fannie,A,48,6,5,0
Kelly,H,8,5,3,0
Zelma,W,84,5,3,1
Ronald,H,63,6,10,0
George,M,95,6,6,1
Karen,E,40,5,6,0
Edna,Z,18,4,21,0
Michele,U,4,7,8,0
Beverly,V,68,7,20,0
Darryl,O,42,6,11,0
Barry,T,13,5,18,0
Terrance,J,77,8,10,1
Sherell,Y,18,7,6,0
Michele,X,100,7,11,1
Ivan,G,54,4,2,0
Sarah,V,94,5,3,1
Diana,H,42,5,4,0
Dennis,E,24,6,1,0
Helen,Y,33,5,17,0
Steven,S,71,6,0,0
Jason,X,88,5,14,1
Sharon,Y,58,6,6,0
Joyce,I,50,5,1,0
Maria,O,2,5,2,0
Christopher,M,33,11,10,0
Nancy,F,76,5,8,1
Richard,Y,34,7,7,0
Richard,V,71,7,4,0
Craig,L,56,5,9,0
Kirk,S,92,4,8,1
Juanita,R,4,7,8,0
Simona,H,40,6,11,0
Angel,O,92,5,14,1
Tobi,Y,95,4,5,1
Ila,D,65,3,5,0
Randall,A,52,7,17,0
Lillie,U,58,6,9,0
Shanna,O,88,6,4,1
Lorraine,T,84,8,8,1
Joy,M,62,3,3,0
Sam,S,19,3,0,0
Joann,L,53,5,2,0
Larry,B,57,5,10,0
Jason,Q,53,5,7,0
Matthew,W,65,7,10,0
Allen,D,60,5,3,0
Gail,H,36,4,1,0
Shelia,E,75,6,14,0
Jake,C,31,4,7,0
Mary,R,59,4,5,0
Julie,Y,60,5,15,0
Kimberly,S,73,8,8,0
Carol,F,14,5,3,0
Christina,K,91,9,8,1
Amanda,Z,5,6,25,0
Jaqueline,K,18,9,1,0
Mitchell,X,79,8,11,1
Carol,P,26,5,13,0
Donna,P,89,5,12,1
Marilyn,L,86,7,1,1
Dario,Y,79,5,21,1
Michael,M,12,7,0,0
Olga,W,74,4,8,0
Bethany,J,78,7,8,1
Kenneth,Y,26,7,14,0
David,G,53,5,3,0
John,O,1,4,5,0
Rudy,G,93,4,11,1
Mary,G,14,4,6,0
Christopher,F,93,11,3,1
Henry,X,29,5,16,0
David,F,67,5,2,0
Patricia,W,80,8,7,1
Jacob,W,49,5,13,0
Troy,G,93,4,13,1
Darcy,U,54,5,17,0
Francis,E,39,7,1,0
Cheri,N,90,5,11,1
George,A,11,6,6,0
Jerry,L,23,5,2,0
Dolores,Q,27,7,13,0
Joseph,F,34,6,4,0
John,Q,77,4,7,1
John,E,67,4,5,0
William,X,74,7,1,0
Sam,C,47,3,16,0
May,K,100,3,2,1
Anne,Y,16,4,24,0
Deborah,K,47,7,7,0
Kim,W,48,3,12,0
Danielle,E,5,8,1,0
Jeff,B,93,4,8,1
Jimmy,Z,20,5,16,0
Deborah,J,33,7,6,0
Ruby,J,82,4,8,1
Ann,U,36,3,20,0
Raymond,V,96,7,4,1
Savannah,N,38,8,5,0
Claude,G,76,6,4,1
Sheila,S,27,6,0,0
Chandra,T,12,7,17,0
Fredrick,I,78,8,3,1
William,U,86,7,2,1
Keith,R,99,5,7,1
Betty,U,22,5,19,0
Andrew,F,63,6,5,0
Petra,F,21,5,10,0
Wallace,N,51,7,9,0
Abbie,G,48,5,6,0
Shawn,T,17,5,1,0
Micah,K,69,5,2,0
John,I,9,4,1,0
Amy,F,71,3,5,0
Sharon,R,37,6,1,0
James,D,49,5,6,0
Georgia,S,18,7,12,0
Jessica,I,66,7,1,0
Frances,U,55,7,15,0
Wayne,A,15,5,22,0
Emma,Z,37,4,21,0
Angela,V,6,6,21,0
Eileen,B,100,6,3,1
Michael,C,70,7,10,0
Donald,T,48,6,16,0
Jose,L,25,4,2,0
Jeanne,Y,53,6,15,0
Raymond,R,71,7,0,0
Sally,K,32,5,8,0
Francis,S,2,7,13,0
Anita,J,56,5,9,0
Kallie,C,41,6,8,0
Annette,L,36,7,11,0
Robert,Z,88,6,8,1
Gary,R,55,4,11,0
Mary,Q,44,4,4,0
Wayne,B,5,5,21,0
Delores,D,19,7,0,0
Charlie,T,77,7,17,1
Susanne,W,11,7,4,0
Lori,L,81,4,0,1
Gerald,D,38,6,3,0
Frank,E,55,5,1,0
Ramon,V,3,5,4,0
Shelby,O,84,6,4,1
Jessie,T,89,6,10,1
Harry,H,53,5,0,0
Cruz,T,80,4,17,1
Beulah,T,28,6,18,0
Thomas,E,87,6,15,1
Todd,F,22,4,14,0
Floyd,V,2,5,16,0
Laura,P,7,5,4,0
Christine,O,32,9,12,0
Mandy,W,55,5,10,0
Darnell,T,60,7,16,0
Richard,B,94,7,16,1
Monica,F,89,6,7,1
Brett,W,0,5,21,0
Jeffrey,F,38,7,4,0
Joanne,D,50,6,6,0
Donna,L,3,5,8,0
Danny,S,64,5,15,0
Joel,D,9,4,6,0
David,H,75,5,4,0
David,T,100,5,16,1
Joshua,C,75,6,7,0
James,K,92,5,1,1
Gloria,S,90,6,12,1
Derick,B,38,6,2,0
Luke,K,1,4,1,0
Clarence,S,100,8,16,1
Ronda,V,19,5,4,0
Keith,S,42,5,8,0
Michael,P,32,7,3,0
Theresa,O,5,7,5,0
Albert,T,11,6,19,0
Dung,B,51,4,2,0
Mary,R,17,4,5,0
Kiera,S,71,5,8,0
Jennifer,V,77,8,12,1
Robert,G,70,6,11,0
George,Q,90,6,10,1
Janice,V,66,6,12,0
James,O,27,5,5,0
Ronald,U,37,6,3,0
Cristina,B,19,8,1,0
Natalie,Z,75,7,12,0
George,V,33,6,15,0
Theresa,S,71,7,1,0
Ron,C,71,3,15,0
Timothy,Z,73,7,6,0
Bart,D,21,4,2,0
Michael,C,35,7,10,0
Donna,Q,15,5,13,0
Lea,H,36,3,4,0
George,X,86,6,17,1
Robert,L,50,6,6,0
Dorothy,X,50,7,20,0
Ivette,E,84,6,4,1
Frank,M,26,5,7,0
Elizabeth,L,89,9,7,1
Leslie,X,79,6,12,1
Kurt,R,72,4,7,0
Larry,Q,6,5,5,0
Robert,W,78,6,5,1
Brandon,C,61,7,1,0
Cheryle,O,54,7,12,0
Danny,C,72,5,1,0
Dina,T,34,4,16,0
Bobby,Q,68,5,15,0
Cindy,C,94,5,0,1
Wanda,P,7,5,7,0
Jennifer,L,36,8,2,0
Sandra,F,45,6,13,0
Cindy,Q,59,5,14,0
Mabel,L,55,5,1,0
Eddie,F,0,5,1,0
Paul,J,91,4,6,1
Patricia,F,88,8,10,1
Earnest,A,11,7,4,0
Ferne,A,15,5,5,0
John,G,63,4,3,0
Marian,R,76,6,5,1
Camille,K,20,7,8,0
Freeman,F,18,7,0,0
Kenneth,U,34,7,10,0
Gilbert,L,38,7,5,0
Michelle,P,15,8,3,0
Nell,I,47,4,5,0
Sara,W,9,4,4,0
Louis,O,41,5,3,0
Rosa,V,12,4,4,0
Jaime,U,85,5,11,1
Willie,H,37,6,15,0
Dawn,Z,65,4,22,0
Donald,V,96,6,18,1
Simon,N,21,5,5,0
Terry,Q,7,5,3,0
Mary,H,66,4,5,0
Christine,Q,32,9,14,0
Myrna,X,94,5,11,1
Ethel,J,72,5,5,0
Charles,R,79,7,15,1
Blaine,O,82,6,13,1
Sharon,Y,47,6,6,0
Darnell,T,81,7,16,1
Marie,S,9,5,6,0
Leanne,G,74,6,5,0
Rick,S,22,4,1,0
Gerald,K,31,6,4,0
Lucy,J,70,4,2,0
Jodie,V,1,5,12,0
James,A,34,5,9,0
Robert,Z,59,6,8,0
Kyung,A,25,5,10,0
Randy,M,32,5,5,0
James,J,98,5,0,1
Stephen,P,96,7,3,1
Donna,F,66,5,2,0
Jean,D,45,4,6,0
Donald,P,88,6,12,1
Bruce,V,70,5,20,0
Billy,C,53,5,1,0
Rachelle,X,42,8,6,0
Anthony,Q,20,7,16,0
Genevieve,Q,61,9,10,0
Diane,M,77,5,9,1
Jo,Q,30,2,7,0
Wanda,L,22,5,11,0
Christopher,U,20,11,18,0
Matthew,W,37,7,10,0
Dorothy,U,59,7,17,0
Debra,N,13,5,10,0
Marlena,Y,65,7,12,0
Donald,M,78,6,9,1
Rolande,D,81,7,14,1
Pablo,X,57,5,8,0
Jessica,O,88,7,5,1
Carol,K,85,5,8,1
Jason,Q,50,5,7,0
William,J,40,7,13,0
James,T,93,5,10,1
Anne,N,78,4,13,1
Susan,I,65,5,10,0
Carla,P,81,5,13,1
Kay,O,88,3,4,1
Ann,N,100,3,13,1
Adrian,N,7,6,13,0
Martina,W,25,7,10,0
Betsy,X,29,5,22,0
Nola,C,41,4,11,0
Daniel,O,38,6,11,0
Philip,L,74,6,4,0
James,V,10,5,12,0
John,G,43,4,3,0
Clayton,V,4,7,19,0
Judith,F,60,6,4,0
Richard,Z,92,7,8,1
Allison,R,85,7,17,1
Doris,Z,16,5,22,0
Jeremy,X,96,6,14,1
Bruce,V,84,5,20,1
Paul,A,49,4,15,0
Lynn,E,58,4,7,0
James,F,14,5,4,0
Margaret,T,81,8,7,1
Charles,S,61,7,16,0
Bobby,U,78,5,19,1
Ralph,U,44,5,3,0
Betty,D,77,5,2,1
Robin,B,53,5,16,0
Ashley,N,16,6,13,0
Ashley,N,36,6,13,0
William,N,5,7,9,0
Jordan,V,12,6,12,0
Daniel,L,11,6,8,0
William,H,90,7,15,1
Benny,G,44,5,5,0
Clara,S,86,5,16,1
Caitlin,M,11,7,10,0
Todd,V,68,4,2,0
Joshua,U,93,6,11,1
Sharon,B,13,6,17,0
Laura,V,22,5,10,0
David,C,18,5,1,0
Teresa,X,4,6,4,0
Anthony,T,40,7,19,0
James,I,29,5,1,0
Kenneth,S,41,7,8,0
Eric,M,84,4,8,1
Wanda,J,10,5,13,0
William,L,75,7,11,0
Teresa,Y,98,6,5,1
Clarice,U,92,7,18,1
Robert,F,14,6,12,0
Hattie,C,95,6,5,1
Betty,J,63,5,8,0
Christie,E,44,8,2,0
Bobby,S,1,5,17,0
Michael,Z,77,7,13,1
Peter,V,77,5,6,1
Leland,I,7,6,3,0
Guy,M,19,3,6,0
Sharon,B,99,6,17,1
Justin,B,14,6,8,0
Mary,H,46,4,5,0
Thelma,Q,45,6,3,0
George,Z,76,6,19,1
Louise,L,74,6,0,0
Hal,E,64,3,3,0
Tiffany,L,46,7,8,0
Stephen,U,28,7,2,0
Sarah,S,78,5,0,1
Aimee,V,12,5,21,0
Erma,T,17,4,15,0
Debra,O,99,5,11,1
Mindy,T,1,5,7,0
Donald,D,56,6,0,0
Jeffrey,P,50,7,6,0
Marisol,M,12,7,0,0
David,W,86,5,19,1
Jose,C,9,4,7,0
Carl,O,54,4,12,0
Julie,S,75,5,9,0
George,F,2,6,1,0
Matthew,I,66,7,4,0
Deborah,E,23,7,1,0
John,R,55,4,8,0
Anna,Y,70,4,24,0
William,Y,51,7,2,0
Benjamin,H,87,8,6,1
Bonnie,W,2,6,21,0
Laura,P,11,5,4,0
George,V,14,6,15,0
Isaac,E,89,5,4,1
Tasha,R,48,5,2,0
Ernesto,L,91,7,7,1
Ruth,W,82,4,5,1
Kathleen,Q,27,8,6,0
Susan,A,44,5,18,0
William,O,84,7,8,1
Paul,B,31,4,14,0
Maurice,V,21,7,9,0
Randy,E,79,5,13,1
Carolyn,K,23,7,8,0
Sally,E,34,5,14,0
Martin,P,83,6,3,1
Chelsea,C,27,7,0,0
Ruth,G,58,4,11,0
Rhonda,A,82,6,17,1
Guadalupe,R,91,9,11,1
Anita,Z,55,5,25,0
Regina,A,97,6,17,1
Kris,E,5,4,6,0
Margaret,W,29,8,10,0
John,Z,81,4,16,1
Vincent,H,57,7,14,0
Kevin,T,93,5,9,1
Tammy,R,87,5,2,1
Jimmy,W,12,5,13,0
Carlos,S,79,6,16,1
Shawn,D,59,5,15,0
Larry,Y,77,5,13,1
Kimberly,M,10,8,2,0
Joseph,D,37,6,6,0
Samuel,D,26,6,15,0
Robert,P,1,6,2,0
David,C,81,5,1,1
Pauline,S,89,7,3,1
Colleen,Y,94,7,22,1
Philip,F,87,6,10,1
Kevin,E,76,5,6,1
Dorothy,Y,42,7,21,0
Gregory,Q,0,7,10,0
Tracy,Y,61,5,5,0
Karen,E,32,5,6,0
Edwin,J,97,5,5,1
Joseph,W,92,6,13,1
Joseph,S,48,6,9,0
Philip,R,71,6,2,0
Andre,F,29,5,5,0
John,O,41,4,5,0
Doug,H,79,4,4,1
Nathan,F,99,6,8,1
Nestor,V,43,6,8,0
Clark,N,48,5,11,0
Mary,B,32,4,11,0
Richard,I,6,7,9,0
Dorinda,W,60,7,19,0
Roberto,Y,83,7,7,1
Eunice,Q,22,6,12,0
Lucy,K,36,4,1,0
Callie,T,14,6,17,0
Linda,O,23,5,3,0
Norma,X,82,5,10,1
Lawrence,O,73,8,3,0
Raymond,W,60,7,5,0
Patricia,P,95,8,0,1
Harold,T,99,6,12,1
Vickie,N,39,6,8,0
Rosetta,E,71,7,13,0
Eduardo,Q,44,7,12,0
Willie,E,7,6,18,0
Eric,D,54,4,1,0
Earle,B,49,5,3,0
Douglas,I,28,7,5,0
Gene,G,48,4,0,0
Maura,M,58,5,0,0
Jimmy,E,90,5,5,1
Brittany,V,56,8,20,0
Nancy,T,23,5,6,0
Julie,R,46,5,8,0
Susanne,F,12,7,13,0
Larry,P,52,5,4,0
Nancy,H,26,5,6,0
Vicky,R,97,5,4,1
Michael,S,28,7,6,0
Rosario,E,81,7,13,1
Kathleen,F,69,8,5,0
Linda,Z,4,5,14,0
Irene,U,73,5,12,0
Ervin,J,60,5,5,0
Gerald,X,12,6,17,0
Kimberly,O,33,8,4,0
Emmitt,N,0,6,9,0
Kelly,H,45,5,3,0
John,S,21,4,9,0
Mary,Q,31,4,4,0
Gladys,L,78,6,5,1
Angela,B,26,6,1,0
Randy,G,83,5,11,1
Felicia,Y,47,7,19,0
Eloisa,K,2,6,6,0
Walter,B,51,6,21,0
Mildred,Q,17,7,4,0
William,M,69,7,10,0
Lorenzo,V,88,7,10,1
John,P,63,4,6,0
David,I,97,5,5,1
James,A,68,5,9,0
Raul,Q,33,4,1,0
Tina,M,9,4,7,0
Betty,T,45,5,18,0
Sergio,D,86,6,15,1
Jerome,P,39,6,6,0
Felicia,M,88,7,7,1
Hermina,K,96,7,3,1
Sam,W,7,3,4,0
Eddie,K,15,5,6,0
Anna,I,68,4,8,0
Carol,G,49,5,4,0
James,T,93,5,10,1
Jessie,R,49,6,8,0
Mary,C,6,4,10,0
Keli,T,62,4,9,0
Anna,V,49,4,21,0
Rosa,Y,29,4,7,0
Leslie,H,99,6,4,1
Stephen,X,8,7,5,0
Leona,H,17,5,4,0
Lillie,Z,73,6,14,0
Susan,G,45,5,12,0
Hector,Y,100,6,17,1
Richard,S,97,7,1,1
Georgia,S,9,7,12,0
Mathew,N,52,6,1,0
Roy,M,8,3,5,0
Marcos,L,76,6,1,1
Andrew,Y,47,6,24,0
Phyllis,M,3,7,3,0
Judith,A,74,6,9,0
Angie,Z,31,5,25,0
Richard,V,41,7,4,0
Lois,D,31,4,8,0
Leticia,X,46,7,12,0
Patricia,M,70,8,3,0
Jacob,T,8,5,10,0
Evan,N,68,4,9,0
Monica,K,46,6,2,0
Anthony,G,98,7,6,1
Meredith,R,27,8,5,0
Sharon,Y,98,6,6,1
Carl,Y,49,4,22,0
David,N,6,5,10,0
Bertha,R,8,6,16,0
Vivian,F,23,6,16,0
Julio,W,63,5,13,0
Galen,V,39,5,15,0
Lisa,J,60,4,2,0
Nellie,O,5,6,1,0
Joseph,Z,81,6,16,1
Sergio,B,32,6,17,0
Terry,N,90,5,6,1
Sandra,G,95,6,12,1
Sandra,M,29,6,6,0
Brandy,V,69,6,20,0
Mark,D,71,4,9,0
Marsha,H,20,6,5,0
Joan,V,77,4,12,1
Susan,S,65,5,0,0
Jason,V,94,5,12,1
Janice,L,22,6,2,0
Arthur,M,57,6,12,0
Mildred,B,42,7,11,0
Paul,Z,20,4,10,0
Daniel,Y,86,6,21,1
Robert,C,59,6,15,0
John,G,61,4,3,0
Dennis,K,76,6,7,1
Ruby,T,75,4,2,0
James,E,88,5,5,1
Louise,B,56,6,10,0
Joseph,N,66,6,4,0
William,S,74,7,4,0
Edison,U,23,6,16,0
Daniel,J,99,6,6,1
Lisa,W,77,4,11,1
Theodore,B,32,8,18,0
Darryl,J,9,6,6,0
Bruce,H,11,5,6,0
Kristin,Y,79,7,14,1
Elizabeth,U,33,9,16,0
Dawn,Y,81,4,21,1
Albert,X,51,6,23,0
Diana,M,0,5,9,0
Jeffrey,J,4,7,0,0
Benjamin,W,98,8,21,1
Jo,Y,50,2,15,0
Miriam,H,44,6,5,0
Scottie,J,42,7,9,0
John,J,60,4,0,0
Robin,I,23,5,9,0
Theodore,N,84,8,6,1
Robert,N,5,6,4,0
William,R,1,7,5,0
Mary,K,5,4,2,0
Joan,D,95,4,6,1
Jessie,N,71,6,4,0
Kenneth,T,25,7,9,0
John,O,100,4,5,1
Shane,O,8,5,4,0
Allen,Q,77,5,16,1
Ryan,P,69,4,2,0
Vanessa,I,88,7,13,1
Jose,G,24,4,3,0
Theresa,Q,41,7,3,0
Steven,B,0,6,17,0
Suzanne,C,68,7,16,0
Kathy,K,15,5,0,0
Tracey,J,39,6,10,0
Carol,L,70,5,9,0
Leo,E,34,3,7,0
Wyatt,P,89,5,7,1
Abbey,N,67,5,13,0
Bruce,T,20,5,18,0
Randal,Y,80,6,7,1
Joshua,P,71,6,6,0
Rita,U,3,4,3,0
Kara,M,22,4,2,0
Ronald,M,25,6,5,0
Carol,Z,90,5,23,1
Irene,S,27,5,10,0
Timothy,U,31,7,1,0
Patrick,T,56,7,4,0
Donald,A,34,6,3,0
Derek,X,61,5,20,0
Clarence,H,36,8,5,0
Ralph,V,2,5,4,0
Lisa,T,35,4,8,0
Miranda,H,2,7,5,0
Angelo,O,12,6,14,0
Kenneth,Y,81,7,14,1
Hattie,C,79,6,5,1
Jamar,K,90,5,1,1
John,H,16,4,2,0
Anne,U,90,4,20,1
Dominick,Q,62,8,13,0
Bonnie,H,71,6,6,0
Judy,N,7,4,4,0
Ashley,A,34,6,0,0
Victor,C,79,6,19,1
Robert,J,50,6,8,0
Marlene,H,36,7,5,0
Roy,O,77,3,3,1
Robert,B,31,6,16,0
Norma,S,84,5,5,1
Peggy,Y,92,5,9,1
Phyllis,X,100,7,8,1
William,X,48,7,1,0
Peggy,U,37,5,5,0
Joe,P,21,3,6,0
Lucy,Y,97,4,13,1
Dennis,L,7,6,8,0
Lee,F,54,3,6,0
Eilene,Q,97,6,12,1
Randy,Y,76,5,7,1
Shirley,T,83,7,1,1
Jaime,K,69,5,1,0
Tessa,E,38,5,15,0
Johanna,W,33,7,13,0
Lauren,S,50,6,7,0
Jimmy,B,80,5,8,1
George,K,28,6,4,0
April,H,31,5,7,0
Inez,G,59,4,2,0
Pamela,G,33,6,9,0
Kerry,U,86,5,10,1
Gertrude,X,27,8,17,0
Jacqueline,L,27,10,2,0
Robert,K,45,6,7,0
Charles,W,14,7,20,0
Amy,X,58,3,23,0
Harold,R,73,6,10,0
Sheryl,X,27,6,5,0
Vincent,M,37,7,9,0
Kathie,G,0,6,4,0
Judith,I,95,6,1,1
Mark,O,44,4,2,0
Shelby,T,72,6,1,0
Irene,S,43,5,10,0
Robert,J,33,6,8,0
Roselyn,J,16,7,8,0
Carl,A,45,4,2,0
Donald,R,15,6,14,0
Phyllis,M,56,7,3,0
Beth,N,25,4,12,0
Ken,I,61,3,2,0
Jimmy,Y,95,5,15,1
John,O,12,4,5,0
Manuel,R,9,6,5,0
Wendell,E,75,7,18,0
Luz,C,45,3,9,0
William,X,21,7,1,0
Robert,N,9,6,4,0
Ashley,A,61,6,0,0
Ricardo,L,0,7,6,0
Patricia,A,9,8,15,0
Robert,O,88,6,3,1
Lawanna,D,79,7,8,1
Paul,A,98,4,15,1
Angelo,J,59,6,9,0
William,Q,98,7,6,1
Craig,P,78,5,13,1
William,Q,44,7,6,0
Judy,R,25,4,8,0
Paul,X,44,4,8,0
Randy,F,69,5,12,0
Ralph,A,1,5,17,0
Richard,G,62,7,11,0
Dave,O,47,4,11,0
Rebecca,E,71,7,13,0
Terry,M,75,5,7,0
Tabitha,G,91,7,13,1
Andrew,N,5,6,13,0
Danny,L,66,5,8,0
Deb,M,73,3,9,0
Matthew,N,76,7,1,1
Richard,X,30,7,6,0
David,K,58,5,7,0
Dionne,Y,84,6,21,1
John,Q,5,4,7,0
Gary,Q,37,4,10,0
Albert,L,20,6,11,0
Elizabeth,D,66,9,1,0
Marjorie,M,22,8,0,0
Annette,A,63,7,0,0
Paul,J,41,4,6,0
Patrick,U,99,7,5,1
Lee,N,94,3,2,1
Margaret,G,93,8,6,1
Maria,K,64,5,2,0
John,T,95,4,10,1
Ashely,Z,80,6,25,1
Robert,V,61,6,4,0
Timothy,X,40,7,4,0
Kate,H,44,4,3,0
Duane,F,48,5,2,0
Martha,P,1,6,3,0
Angela,J,90,6,9,1
Joleen,M,43,6,3,0
Christopher,V,94,11,19,1
Shelly,C,99,6,16,1
Sandra,T,32,6,1,0
Grant,J,49,5,3,0
Timothy,A,87,7,19,1
Robert,D,42,6,14,0
Joseph,N,60,6,4,0
Sandra,D,46,6,15,0
Luis,D,91,4,8,1
Colleen,N,37,7,11,0
Jean,D,43,4,6,0
Richard,V,88,7,4,1
Jordan,X,46,6,14,0
Jason,M,64,5,3,0
Myra,R,93,4,5,1
Robert,Z,43,6,8,0
Joel,K,99,4,1,1
Carol,G,63,5,4,0
Brian,N,91,5,12,1
Billy,C,55,5,1,0
Shirley,N,19,7,5,0
Jessie,S,6,6,9,0
Lyle,N,77,4,2,1
Lynn,T,77,4,8,1
Bobby,B,100,5,0,1
Olive,F,85,5,9,1
Louis,P,25,5,4,0
Kimberly,V,5,8,11,0
Katherine,J,90,9,1,1
Thelma,K,2,6,9,0
Christopher,B,71,11,1,0
Julie,Y,8,5,15,0
James,X,4,5,14,0
Jacob,R,37,5,8,0
Jesse,G,60,5,3,0
Holly,J,55,5,2,0
Sue,N,60,3,5,0
David,P,2,5,12,0
Rita,D,35,4,14,0
Mary,O,8,4,2,0
Ellen,K,74,5,6,0
William,K,22,7,12,0
Janet,Y,53,5,15,0
Anne,I,62,4,8,0
Carlie,D,64,6,1,0
Larry,E,80,5,7,1
Anthony,L,62,7,11,0
Charles,K,36,7,8,0
Ryan,M,46,4,5,0
John,O,38,4,5,0
Janie,B,63,5,8,0
Lamont,N,33,6,2,0
Amanda,Y,24,6,24,0
Dominique,T,47,9,16,0
Karen,J,26,5,1,0
Gina,X,38,4,17,0
Muriel,Z,85,6,13,1
Jared,I,53,5,1,0
Richard,I,46,7,9,0
Leah,X,54,4,12,0
Pearl,G,35,5,9,0
Steve,W,78,5,4,1
Patricia,U,96,8,5,1
Oscar,Q,68,5,2,0
Ofelia,U,43,6,6,0
Barbara,C,95,7,1,1
Charles,G,37,7,4,0
Don,M,65,3,9,0
William,G,60,7,16,0
Earl,L,27,4,7,0
Herman,C,83,6,5,1
Dale,O,16,4,11,0
Judith,G,85,6,3,1
Irene,J,61,5,1,0
Henry,R,64,5,10,0
Janice,C,32,6,7,0
Vaughn,Q,17,6,5,0
Barbara,N,87,7,12,1
Barbara,R,5,7,16,0
Robert,A,26,6,17,0
Peter,D,64,5,12,0
Olive,J,81,5,5,1
David,M,87,5,9,1
Johnny,G,95,6,3,1
Carl,N,10,4,11,0
Carla,M,22,5,10,0
Johnny,F,15,6,4,0
Israel,X,78,6,15,1
James,P,44,5,6,0
Jennifer,H,21,8,2,0
Joseph,U,59,6,11,0
Mary,T,29,4,7,0
Richard,E,58,7,13,0
Joseph,M,98,6,3,1
Victoria,A,72,8,21,0
Shakira,D,70,7,15,0
Louis,Y,44,5,13,0
Jerry,B,96,5,8,1
Amber,W,15,5,22,0
Otis,M,38,4,2,0
Barbara,S,47,7,17,0
Estelle,Y,75,7,20,0
Dana,D,95,4,0,1
Constance,W,41,9,20,0
Christopher,H,30,11,5,0
Regina,B,90,6,16,1
James,Z,38,5,16,0
Hazel,Z,37,5,18,0
Jesse,U,24,5,11,0
Timothy,H,78,7,12,1
Ida,X,66,3,15,0
Marie,T,59,5,7,0
Bertha,N,65,6,12,0
Toni,E,97,4,15,1
Lucie,I,65,5,3,0
Manuel,B,23,6,11,0
Jane,F,9,4,4,0
Yolanda,W,9,7,2,0
Stephen,G,12,7,12,0
Deana,G,62,5,3,0
Terri,D,96,5,16,1
Scott,I,56,5,10,0
William,V,22,7,1,0
Michelle,I,33,8,4,0
Jill,E,77,4,5,1
Carol,W,64,5,20,0
Crystal,R,48,7,15,0
Robin,I,76,5,9,1
Miguel,D,96,6,9,1
Jamie,P,49,5,6,0
Ronald,K,30,6,7,0
Angelina,G,3,8,6,0
Effie,G,87,5,2,1
Candyce,O,59,7,12,0
Melva,G,30,5,6,0
Sara,I,44,4,10,0
Mary,B,74,4,11,0
Tony,W,72,4,3,0
Felicia,M,93,7,7,1
Adrian,R,58,6,17,0
David,G,36,5,3,0
Taylor,I,100,6,11,1
Violette,A,11,8,21,0
Harold,D,65,6,4,0
Luis,Z,88,4,14,1
Veronica,D,7,8,18,0
Tracie,A,37,6,19,0
Jean,B,49,4,8,0
Evelyn,N,67,6,9,0
Matt,G,4,4,6,0
Willard,T,61,7,3,0
Daniel,T,40,6,16,0
Victor,X,76,6,2,1
Corey,N,21,5,11,0
Virginia,Z,70,8,4,0
Vernon,Z,58,6,4,0
Timothy,C,39,7,17,0
Lindsay,Y,64,7,13,0
Bruce,F,67,5,4,0
Flora,S,67,5,13,0
Kelly,J,4,5,1,0
Kirstie,P,97,7,5,1
Edward,G,75,6,2,0
Lynda,M,71,5,1,0
Edwin,D,22,5,1,0
Bernice,X,23,7,22,0
William,Y,92,7,2,1
Shanna,X,83,6,5,1
Lori,W,40,4,11,0
Catherine,G,99,9,4,1
Nicholas,S,5,8,5,0
Vergie,Q,27,6,5,0
Melissa,L,27,7,1,0
Timothy,R,59,7,2,0
Karen,U,87,5,10,1
Fritz,V,33,5,16,0
Anne,G,51,4,6,0
Victoria,X,49,8,2,0
Cathy,V,41,5,19,0
Tena,G,58,4,13,0
Elsa,W,6,4,18,0
Melinda,C,44,7,10,0
Andrew,W,19,6,22,0
Wilbert,N,34,7,9,0
John,N,64,4,4,0
Charlene,E,41,8,2,0
Franklin,F,11,8,0,0
Jose,G,40,4,3,0
Elaine,W,55,6,18,0
Jermaine,I,74,8,1,0
Susan,G,90,5,12,1
Christopher,Q,57,11,14,0
William,J,61,7,13,0
Kieth,A,68,5,10,0
Dora,L,92,4,8,1
